station,channel,start,end
PLPI,HHE,2021-09-29 00:00:02.020,2021-09-30 00:00:01.930
PLPI,HHN,2021-09-29 00:00:00.140,2021-09-30 00:00:00.770
PLPI,HHZ,2021-09-29 00:00:00.240,2021-09-30 00:00:00.680
PLPI,HHE,2021-09-30 00:00:01.940,2021-10-01 00:00:01.460
PLPI,HHN,2021-09-30 00:00:00.780,2021-10-01 00:00:00.880
PLPI,HHZ,2021-09-30 00:00:00.690,2021-10-01 00:00:00.280
PLPI,HHE,2021-10-01 00:00:01.470,2021-10-01 23:10:10.640
PLPI,HHE,2021-10-01 23:10:12.710,2021-10-02 00:00:01.350
PLPI,HHN,2021-10-01 00:00:00.890,2021-10-02 00:00:01.750
PLPI,HHZ,2021-10-01 00:00:00.290,2021-10-02 00:00:00.420
PLPI,HHE,2021-10-02 00:00:01.360,2021-10-03 00:00:01.430
PLPI,HHN,2021-10-02 00:00:01.760,2021-10-03 00:00:01.970
PLPI,HHZ,2021-10-02 00:00:00.430,2021-10-03 00:00:00.290
PLPI,HHE,2021-10-03 00:00:01.440,2021-10-04 00:00:00.970
PLPI,HHN,2021-10-03 00:00:01.980,2021-10-04 00:00:01.340
PLPI,HHZ,2021-10-03 00:00:00.300,2021-10-04 00:00:00.080
PLPI,HHE,2021-10-04 00:00:00.980,2021-10-05 00:00:00.800
PLPI,HHN,2021-10-04 00:00:01.350,2021-10-05 00:00:01.820
PLPI,HHZ,2021-10-04 00:00:00.090,2021-10-05 00:00:00.810
PLPI,HHE,2021-10-05 00:00:00.810,2021-10-06 00:00:01.090
PLPI,HHN,2021-10-05 00:00:01.830,2021-10-05 01:00:51.840
PLPI,HHN,2021-10-05 01:00:53.910,2021-10-06 00:00:01.000
PLPI,HHZ,2021-10-05 00:00:00.820,2021-10-06 00:00:01.730
PLPI,HHE,2021-10-06 00:00:01.100,2021-10-07 00:00:00.610
PLPI,HHN,2021-10-06 00:00:01.010,2021-10-07 00:00:00.420
PLPI,HHZ,2021-10-06 00:00:01.740,2021-10-07 00:00:01.430
PLPI,HHE,2021-10-07 00:00:00.620,2021-10-08 00:00:00.210
PLPI,HHN,2021-10-07 00:00:00.430,2021-10-08 00:00:01.430
PLPI,HHZ,2021-10-07 00:00:01.440,2021-10-08 00:00:01.540
PLPI,HHE,2021-10-08 00:00:00.220,2021-10-09 00:00:01.210
PLPI,HHN,2021-10-08 00:00:01.440,2021-10-08 01:05:31.460
PLPI,HHN,2021-10-08 01:05:33.530,2021-10-09 00:00:01.790
PLPI,HHZ,2021-10-08 00:00:01.550,2021-10-08 01:05:31.030
PLPI,HHZ,2021-10-08 01:05:33.100,2021-10-09 00:00:01.710
PLPI,HHE,2021-10-09 00:00:01.220,2021-10-10 00:00:01.940
PLPI,HHN,2021-10-09 00:00:01.800,2021-10-10 00:00:01.660
PLPI,HHZ,2021-10-09 00:00:01.720,2021-10-10 00:00:01.900
PLPI,HHE,2021-10-10 00:00:01.950,2021-10-11 00:00:00.500
PLPI,HHN,2021-10-10 00:00:01.670,2021-10-11 00:00:00.850
PLPI,HHZ,2021-10-10 00:00:01.910,2021-10-11 00:00:01.570
PLPI,HHE,2021-10-11 00:00:00.510,2021-10-12 00:00:00.400
PLPI,HHN,2021-10-11 00:00:00.860,2021-10-12 00:00:01.810
PLPI,HHZ,2021-10-11 00:00:01.580,2021-10-12 00:00:00.190
PLPI,HHE,2021-10-12 00:00:00.410,2021-10-13 00:00:00.690
PLPI,HHN,2021-10-12 00:00:01.820,2021-10-13 00:00:00.460
PLPI,HHZ,2021-10-12 00:00:00.200,2021-10-13 00:00:00.180
PLPI,HHE,2021-10-13 00:00:00.700,2021-10-13 23:17:02.390
PLPI,HHN,2021-10-13 00:00:00.470,2021-10-13 23:17:01.810
PLPI,HHZ,2021-10-13 00:00:00.190,2021-10-13 23:17:00.620
PLPI,HHE,2021-10-14 13:37:39.000,2021-10-14 13:38:30.430
PLPI,HHE,2021-10-14 13:38:31.640,2021-10-15 00:00:01.320
PLPI,HHN,2021-10-14 13:37:38.990,2021-10-14 13:38:30.430
PLPI,HHN,2021-10-14 13:38:31.640,2021-10-15 00:00:00.870
PLPI,HHZ,2021-10-14 13:37:38.980,2021-10-14 13:38:30.430
PLPI,HHZ,2021-10-14 13:38:31.640,2021-10-15 00:00:00.350
PLPI,HHE,2021-10-15 00:00:01.330,2021-10-15 03:01:05.470
PLPI,HHN,2021-10-15 00:00:00.880,2021-10-15 03:01:05.920
PLPI,HHZ,2021-10-15 00:00:00.360,2021-10-15 03:01:05.700
PLPI,HHE,2021-10-16 09:44:18.340,2021-10-16 09:44:41.430
PLPI,HHE,2021-10-16 09:44:44.310,2021-10-16 10:29:16.550
PLPI,HHN,2021-10-16 09:44:22.130,2021-10-16 09:44:41.430
PLPI,HHN,2021-10-16 09:44:44.310,2021-10-16 10:29:17.560
PLPI,HHZ,2021-10-16 09:44:20.460,2021-10-16 09:44:41.430
PLPI,HHZ,2021-10-16 09:44:44.310,2021-10-16 10:29:16.670
PLPI,HHE,2021-10-17 09:10:23.700,2021-10-17 09:11:10.470
PLPI,HHE,2021-10-17 09:11:13.440,2021-10-18 00:00:01.380
PLPI,HHN,2021-10-17 09:10:23.700,2021-10-17 09:11:10.470
PLPI,HHN,2021-10-17 09:11:13.440,2021-10-18 00:00:01.110
PLPI,HHZ,2021-10-17 09:10:23.700,2021-10-17 09:11:10.470
PLPI,HHZ,2021-10-17 09:11:13.440,2021-10-18 00:00:01.260
PLPI,HHE,2021-10-18 00:00:01.390,2021-10-19 00:00:00.810
PLPI,HHN,2021-10-18 00:00:01.120,2021-10-19 00:00:00.120
PLPI,HHZ,2021-10-18 00:00:01.270,2021-10-19 00:00:00.690
PLPI,HHE,2021-10-19 00:00:00.820,2021-10-20 00:00:01.580
PLPI,HHN,2021-10-19 00:00:00.130,2021-10-20 00:00:00.940
PLPI,HHZ,2021-10-19 00:00:00.700,2021-10-20 00:00:00.950
PLPI,HHE,2021-10-20 00:00:01.590,2021-10-21 00:00:02.020
PLPI,HHN,2021-10-20 00:00:00.950,2021-10-21 00:00:01.200
PLPI,HHZ,2021-10-20 00:00:00.960,2021-10-21 00:00:01.840
PLPI,HHE,2021-10-21 00:00:02.030,2021-10-22 00:00:00.650
PLPI,HHN,2021-10-21 00:00:01.210,2021-10-22 00:00:01.660
PLPI,HHZ,2021-10-21 00:00:01.850,2021-10-22 00:00:00.870
PLPI,HHE,2021-10-22 00:00:00.660,2021-10-23 00:00:00.110
PLPI,HHN,2021-10-22 00:00:01.670,2021-10-23 00:00:00.950
PLPI,HHZ,2021-10-22 00:00:00.880,2021-10-23 00:00:01.130
PLPI,HHE,2021-10-23 00:00:00.120,2021-10-24 00:00:00.180
PLPI,HHN,2021-10-23 00:00:00.960,2021-10-24 00:00:00.020
PLPI,HHZ,2021-10-23 00:00:01.140,2021-10-24 00:00:01.680
PLPI,HHE,2021-10-24 00:00:00.190,2021-10-25 00:00:01.460
PLPI,HHN,2021-10-24 00:00:00.030,2021-10-25 00:00:00.580
PLPI,HHZ,2021-10-24 00:00:01.690,2021-10-25 00:00:01.280
PLPI,HHE,2021-10-25 00:00:01.470,2021-10-26 00:00:01.990
PLPI,HHN,2021-10-25 00:00:00.590,2021-10-26 00:00:01.490
PLPI,HHZ,2021-10-25 00:00:01.290,2021-10-26 00:00:00.180
PLPI,HHE,2021-10-26 00:00:02.000,2021-10-27 00:00:01.020
PLPI,HHN,2021-10-26 00:00:01.500,2021-10-27 00:00:01.560
PLPI,HHZ,2021-10-26 00:00:00.190,2021-10-27 00:00:01.420
PLPI,HHE,2021-10-27 00:00:01.030,2021-10-28 00:00:01.630
PLPI,HHN,2021-10-27 00:00:01.570,2021-10-28 00:00:01.150
PLPI,HHZ,2021-10-27 00:00:01.430,2021-10-28 00:00:01.690
PLPI,HHE,2021-10-28 00:00:01.640,2021-10-29 00:00:00.130
PLPI,HHN,2021-10-28 00:00:01.160,2021-10-29 00:00:01.330
PLPI,HHZ,2021-10-28 00:00:01.700,2021-10-29 00:00:00.720
PLPI,HHE,2021-10-29 00:00:00.140,2021-10-30 00:00:01.820
PLPI,HHN,2021-10-29 00:00:01.340,2021-10-30 00:00:00.380
PLPI,HHZ,2021-10-29 00:00:00.730,2021-10-30 00:00:01.370
PLPI,HHE,2021-10-30 00:00:01.830,2021-10-31 00:00:00.150
PLPI,HHN,2021-10-30 00:00:00.390,2021-10-31 00:00:01.050
PLPI,HHZ,2021-10-30 00:00:01.380,2021-10-31 00:00:01.290
PLPI,HHE,2021-11-01 00:00:00.270,2021-11-02 00:00:00.270
PLPI,HHN,2021-11-01 00:00:00.310,2021-11-02 00:00:01.750
PLPI,HHZ,2021-11-01 00:00:00.290,2021-11-02 00:00:01.630
PLPI,HHE,2021-11-02 00:00:00.280,2021-11-03 00:00:01.390
PLPI,HHN,2021-11-02 00:00:01.760,2021-11-03 00:00:00.260
PLPI,HHZ,2021-11-02 00:00:01.640,2021-11-03 00:00:00.870
PLPI,HHE,2021-11-03 00:00:01.400,2021-11-04 00:00:00.730
PLPI,HHN,2021-11-03 00:00:00.270,2021-11-04 00:00:00.130
PLPI,HHZ,2021-11-03 00:00:00.880,2021-11-04 00:00:01.140
PLPI,HHE,2021-11-04 00:00:00.740,2021-11-05 00:00:00.830
PLPI,HHN,2021-11-04 00:00:00.140,2021-11-05 00:00:01.780
PLPI,HHZ,2021-11-04 00:00:01.150,2021-11-05 00:00:00.070
PLPI,HHE,2021-11-05 00:00:00.840,2021-11-06 00:00:01.570
PLPI,HHN,2021-11-05 00:00:01.790,2021-11-06 00:00:00.770
PLPI,HHZ,2021-11-05 00:00:00.080,2021-11-06 00:00:00.390
PLPI,HHE,2021-11-06 00:00:01.580,2021-11-07 00:00:00.830
PLPI,HHN,2021-11-06 00:00:00.780,2021-11-07 00:00:00.140
PLPI,HHZ,2021-11-06 00:00:00.400,2021-11-07 00:00:01.980
PLPI,HHE,2021-11-07 00:00:00.840,2021-11-08 00:00:01.930
PLPI,HHN,2021-11-07 00:00:00.150,2021-11-08 00:00:00.160
PLPI,HHZ,2021-11-07 00:00:01.990,2021-11-08 00:00:01.670
PLPI,HHE,2021-11-08 00:00:01.940,2021-11-09 00:00:01.580
PLPI,HHN,2021-11-08 00:00:00.170,2021-11-09 00:00:00.900
PLPI,HHZ,2021-11-08 00:00:01.680,2021-11-09 00:00:00.830
PLPI,HHE,2021-11-09 00:00:01.590,2021-11-10 00:00:00.450
PLPI,HHN,2021-11-09 00:00:00.910,2021-11-10 00:00:00.720
PLPI,HHZ,2021-11-09 00:00:00.840,2021-11-10 00:00:01.170
PLPI,HHE,2021-11-10 00:00:00.460,2021-11-11 00:00:00.420
PLPI,HHN,2021-11-10 00:00:00.730,2021-11-11 00:00:01.330
PLPI,HHZ,2021-11-10 00:00:01.180,2021-11-11 00:00:01.640
PLPI,HHE,2021-11-11 00:00:00.430,2021-11-12 00:00:00.700
PLPI,HHN,2021-11-11 00:00:01.340,2021-11-12 00:00:01.620
PLPI,HHZ,2021-11-11 00:00:01.650,2021-11-12 00:00:01.550
PLPI,HHE,2021-11-12 00:00:00.710,2021-11-13 00:00:00.370
PLPI,HHN,2021-11-12 00:00:01.630,2021-11-13 00:00:01.240
PLPI,HHZ,2021-11-12 00:00:01.560,2021-11-13 00:00:01.040
PLPI,HHE,2021-11-13 00:00:00.380,2021-11-14 00:00:01.790
PLPI,HHN,2021-11-13 00:00:01.250,2021-11-14 00:00:00.530
PLPI,HHZ,2021-11-13 00:00:01.050,2021-11-14 00:00:01.980
PLPI,HHE,2021-11-14 00:00:01.800,2021-11-15 00:00:01.070
PLPI,HHN,2021-11-14 00:00:00.540,2021-11-15 00:00:01.540
PLPI,HHZ,2021-11-14 00:00:01.990,2021-11-15 00:00:00.690
PLPI,HHE,2021-11-15 00:00:01.080,2021-11-16 00:00:01.920
PLPI,HHN,2021-11-15 00:00:01.550,2021-11-16 00:00:01.180
PLPI,HHZ,2021-11-15 00:00:00.700,2021-11-16 00:00:01.090
PLPI,HHE,2021-11-16 00:00:01.930,2021-11-17 00:00:01.070
PLPI,HHN,2021-11-16 00:00:01.190,2021-11-17 00:00:00.190
PLPI,HHZ,2021-11-16 00:00:01.100,2021-11-17 00:00:01.150
PLPI,HHE,2021-11-17 00:00:01.080,2021-11-18 00:00:00.270
PLPI,HHN,2021-11-17 00:00:00.200,2021-11-18 00:00:01.830
PLPI,HHZ,2021-11-17 00:00:01.160,2021-11-18 00:00:00.160
PLPI,HHE,2021-11-18 00:00:00.280,2021-11-19 00:00:00.070
PLPI,HHN,2021-11-18 00:00:01.840,2021-11-19 00:00:01.920
PLPI,HHZ,2021-11-18 00:00:00.170,2021-11-19 00:00:00.670
PLPI,HHE,2021-11-19 00:00:00.080,2021-11-20 00:00:01.720
PLPI,HHN,2021-11-19 00:00:01.930,2021-11-20 00:00:00.470
PLPI,HHZ,2021-11-19 00:00:00.680,2021-11-20 00:00:00.720
PLPI,HHE,2021-11-20 00:00:01.730,2021-11-21 00:00:01.140
PLPI,HHN,2021-11-20 00:00:00.480,2021-11-21 00:00:00.430
PLPI,HHZ,2021-11-20 00:00:00.730,2021-11-21 00:00:01.840
PLPI,HHE,2021-11-21 00:00:01.150,2021-11-22 00:00:01.340
PLPI,HHN,2021-11-21 00:00:00.440,2021-11-22 00:00:01.660
PLPI,HHZ,2021-11-21 00:00:01.850,2021-11-22 00:00:00.840
PLPI,HHE,2021-11-22 00:00:01.350,2021-11-23 00:00:00.560
PLPI,HHN,2021-11-22 00:00:01.670,2021-11-23 00:00:01.240
PLPI,HHZ,2021-11-22 00:00:00.850,2021-11-23 00:00:01.810
PLPI,HHE,2021-11-23 00:00:00.570,2021-11-24 00:00:00.690
PLPI,HHN,2021-11-23 00:00:01.250,2021-11-24 00:00:01.890
PLPI,HHZ,2021-11-23 00:00:01.820,2021-11-24 00:00:00.270
PLPI,HHE,2021-11-24 00:00:00.700,2021-11-25 00:00:01.280
PLPI,HHN,2021-11-24 00:00:01.900,2021-11-25 00:00:00.340
PLPI,HHZ,2021-11-24 00:00:00.280,2021-11-25 00:00:00.930
PLPI,HHE,2021-11-25 00:00:01.290,2021-11-26 00:00:01.070
PLPI,HHN,2021-11-25 00:00:00.350,2021-11-26 00:00:00.470
PLPI,HHZ,2021-11-25 00:00:00.940,2021-11-26 00:00:01.250
PLPI,HHE,2021-11-26 00:00:01.080,2021-11-27 00:00:01.680
PLPI,HHN,2021-11-26 00:00:00.480,2021-11-27 00:00:00.660
PLPI,HHZ,2021-11-26 00:00:01.260,2021-11-27 00:00:00.300
PLPI,HHE,2021-11-27 00:00:01.690,2021-11-28 00:00:01.660
PLPI,HHN,2021-11-27 00:00:00.670,2021-11-28 00:00:01.240
PLPI,HHZ,2021-11-27 00:00:00.310,2021-11-28 00:00:00.120
PLPI,HHE,2021-11-28 00:00:01.670,2021-11-29 00:00:01.940
PLPI,HHN,2021-11-28 00:00:01.250,2021-11-29 00:00:00.080
PLPI,HHZ,2021-11-28 00:00:00.130,2021-11-29 00:00:02.030
PLPI,HHE,2021-11-29 00:00:01.950,2021-11-30 00:00:01.320
PLPI,HHN,2021-11-29 00:00:00.090,2021-11-30 00:00:00.360
PLPI,HHZ,2021-11-29 00:00:02.040,2021-11-30 00:00:01.820
PLPI,HHE,2021-11-30 00:00:01.330,2021-12-01 00:00:00.310
PLPI,HHN,2021-11-30 00:00:00.370,2021-12-01 00:00:00.580
PLPI,HHZ,2021-11-30 00:00:01.830,2021-12-01 00:00:00.360
PLPI,HHE,2022-01-01 00:00:00.460,2022-01-02 00:00:01.590
PLPI,HHN,2022-01-01 00:00:00.360,2022-01-02 00:00:00.450
PLPI,HHZ,2022-01-01 00:00:00.090,2022-01-02 00:00:00.860
PLPI,HHE,2022-01-02 00:00:01.600,2022-01-03 00:00:01.710
PLPI,HHN,2022-01-02 00:00:00.460,2022-01-03 00:00:01.570
PLPI,HHZ,2022-01-02 00:00:00.870,2022-01-03 00:00:01.320
PLPI,HHE,2022-01-03 00:00:01.720,2022-01-04 00:00:01.730
PLPI,HHN,2022-01-03 00:00:01.580,2022-01-04 00:00:02.300
PLPI,HHZ,2022-01-03 00:00:01.330,2022-01-04 00:00:01.380
PLPI,HHE,2022-01-04 00:00:01.740,2022-01-05 00:00:01.010
PLPI,HHN,2022-01-04 00:00:02.310,2022-01-05 00:00:01.780
PLPI,HHZ,2022-01-04 00:00:01.390,2022-01-05 00:00:01.340
PLPI,HHE,2022-01-05 00:00:01.020,2022-01-06 00:00:00.590
PLPI,HHN,2022-01-05 00:00:01.790,2022-01-06 00:00:01.940
PLPI,HHZ,2022-01-05 00:00:01.350,2022-01-06 00:00:01.030
PLPI,HHE,2022-01-06 00:00:00.600,2022-01-07 00:00:01.250
PLPI,HHN,2022-01-06 00:00:01.950,2022-01-07 00:00:00.460
PLPI,HHZ,2022-01-06 00:00:01.040,2022-01-07 00:00:00.350
PLPI,HHE,2022-01-07 00:00:01.260,2022-01-08 00:00:00.130
PLPI,HHN,2022-01-07 00:00:00.470,2022-01-08 00:00:01.180
PLPI,HHZ,2022-01-07 00:00:00.360,2022-01-08 00:00:01.270
PLPI,HHE,2022-01-08 00:00:00.140,2022-01-09 00:00:00.130
PLPI,HHN,2022-01-08 00:00:01.190,2022-01-09 00:00:01.660
PLPI,HHZ,2022-01-08 00:00:01.280,2022-01-09 00:00:00.370
PLPI,HHE,2022-01-09 00:00:00.140,2022-01-10 00:00:01.810
PLPI,HHN,2022-01-09 00:00:01.670,2022-01-10 00:00:00.400
PLPI,HHZ,2022-01-09 00:00:00.380,2022-01-10 00:00:01.390
PLPI,HHE,2022-01-10 00:00:01.820,2022-01-11 00:00:02.630
PLPI,HHN,2022-01-10 00:00:00.410,2022-01-11 00:00:02.300
PLPI,HHZ,2022-01-10 00:00:01.400,2022-01-11 00:00:01.570
PLPI,HHE,2022-01-11 00:00:02.640,2022-01-12 00:00:02.770
PLPI,HHN,2022-01-11 00:00:02.310,2022-01-12 00:00:00.550
PLPI,HHZ,2022-01-11 00:00:01.580,2022-01-12 00:00:01.370
PLPI,HHE,2022-01-12 00:00:02.780,2022-01-13 00:00:01.230
PLPI,HHN,2022-01-12 00:00:00.560,2022-01-13 00:00:00.290
PLPI,HHZ,2022-01-12 00:00:01.380,2022-01-13 00:00:02.750
PLPI,HHE,2022-01-13 00:00:01.240,2022-01-14 00:00:00.630
PLPI,HHN,2022-01-13 00:00:00.300,2022-01-14 00:00:00.830
PLPI,HHZ,2022-01-13 00:00:02.760,2022-01-14 00:00:01.950
PLPI,HHE,2022-01-14 00:00:00.640,2022-01-15 00:00:01.540
PLPI,HHN,2022-01-14 00:00:00.840,2022-01-15 00:00:01.630
PLPI,HHZ,2022-01-14 00:00:01.960,2022-01-15 00:00:00.930
PLPI,HHE,2022-01-15 00:00:01.550,2022-01-16 00:00:01.240
PLPI,HHN,2022-01-15 00:00:01.640,2022-01-16 00:00:01.270
PLPI,HHZ,2022-01-15 00:00:00.940,2022-01-16 00:00:01.040
PLPI,HHE,2022-01-16 00:00:01.250,2022-01-17 00:00:01.080
PLPI,HHN,2022-01-16 00:00:01.280,2022-01-17 00:00:01.610
PLPI,HHZ,2022-01-16 00:00:01.050,2022-01-17 00:00:01.890
PLPI,HHE,2022-01-17 00:00:01.090,2022-01-18 00:00:00.810
PLPI,HHN,2022-01-17 00:00:01.620,2022-01-18 00:00:00.000
PLPI,HHZ,2022-01-17 00:00:01.900,2022-01-18 00:00:00.960
PLPI,HHE,2022-01-18 00:00:00.820,2022-01-19 00:00:01.610
PLPI,HHN,2022-01-18 00:00:00.010,2022-01-19 00:00:01.430
PLPI,HHZ,2022-01-18 00:00:00.970,2022-01-19 00:00:01.960
PLPI,HHE,2022-01-19 00:00:01.620,2022-01-20 00:00:01.970
PLPI,HHN,2022-01-19 00:00:01.440,2022-01-20 00:00:01.470
PLPI,HHZ,2022-01-19 00:00:01.970,2022-01-20 00:00:01.060
PLPI,HHE,2022-01-20 00:00:01.980,2022-01-21 00:00:01.890
PLPI,HHN,2022-01-20 00:00:01.480,2022-01-21 00:00:01.260
PLPI,HHZ,2022-01-20 00:00:01.070,2022-01-21 00:00:00.990
PLPI,HHE,2022-01-21 00:00:01.900,2022-01-22 00:00:01.470
PLPI,HHN,2022-01-21 00:00:01.270,2022-01-22 00:00:02.000
PLPI,HHZ,2022-01-21 00:00:01.000,2022-01-22 00:00:01.440
PLPI,HHE,2022-01-22 00:00:01.480,2022-01-23 00:00:00.750
PLPI,HHN,2022-01-22 00:00:02.010,2022-01-23 00:00:02.580
PLPI,HHZ,2022-01-22 00:00:01.450,2022-01-23 00:00:02.200
PLPI,HHE,2022-01-23 00:00:00.760,2022-01-24 00:00:00.500
PLPI,HHN,2022-01-23 00:00:02.590,2022-01-24 00:00:01.640
PLPI,HHZ,2022-01-23 00:00:02.210,2022-01-24 00:00:02.360
PLPI,HHE,2022-01-24 00:00:00.510,2022-01-25 00:00:00.300
PLPI,HHN,2022-01-24 00:00:01.650,2022-01-25 00:00:01.520
PLPI,HHZ,2022-01-24 00:00:02.370,2022-01-25 00:00:03.980
PLPI,HHE,2022-01-25 00:00:00.310,2022-01-26 00:00:00.600
PLPI,HHN,2022-01-25 00:00:01.530,2022-01-26 00:00:00.960
PLPI,HHZ,2022-01-25 00:00:03.990,2022-01-26 00:00:01.680
PLPI,HHE,2022-01-26 00:00:00.610,2022-01-27 00:00:00.490
PLPI,HHN,2022-01-26 00:00:00.970,2022-01-27 00:00:02.180
PLPI,HHZ,2022-01-26 00:00:01.690,2022-01-27 00:00:00.120
PLPI,HHE,2022-01-27 00:00:00.500,2022-01-28 00:00:00.050
PLPI,HHN,2022-01-27 00:00:02.190,2022-01-28 00:00:00.160
PLPI,HHZ,2022-01-27 00:00:00.130,2022-01-28 00:00:03.120
PLPI,HHE,2022-01-28 00:00:00.060,2022-01-29 00:00:00.110
PLPI,HHN,2022-01-28 00:00:00.170,2022-01-29 00:00:02.400
PLPI,HHZ,2022-01-28 00:00:03.130,2022-01-29 00:00:01.620
PLPI,HHE,2022-01-29 00:00:00.120,2022-01-30 00:00:01.930
PLPI,HHN,2022-01-29 00:00:02.410,2022-01-30 00:00:00.060
PLPI,HHZ,2022-01-29 00:00:01.630,2022-01-30 00:00:01.200
PLPI,HHE,2022-01-30 00:00:01.940,2022-01-31 00:00:00.530
PLPI,HHN,2022-01-30 00:00:00.070,2022-01-31 00:00:02.440
PLPI,HHZ,2022-01-30 00:00:01.210,2022-01-31 00:00:00.480
PLPI,HHE,2022-02-01 00:00:02.110,2022-02-02 00:00:00.270
PLPI,HHN,2022-02-01 00:00:02.670,2022-02-02 00:00:00.360
PLPI,HHZ,2022-02-01 00:00:03.850,2022-02-02 00:00:00.450
PLPI,HHE,2022-02-02 00:00:00.280,2022-02-03 00:00:00.370
PLPI,HHN,2022-02-02 00:00:00.370,2022-02-03 00:00:00.490
PLPI,HHZ,2022-02-02 00:00:00.460,2022-02-03 00:00:00.950
PLPI,HHE,2022-02-03 00:00:00.380,2022-02-04 00:00:00.820
PLPI,HHN,2022-02-03 00:00:00.500,2022-02-04 00:00:01.710
PLPI,HHZ,2022-02-03 00:00:00.960,2022-02-04 00:00:02.640
PLPI,HHE,2022-02-04 00:00:00.830,2022-02-05 00:00:00.880
PLPI,HHN,2022-02-04 00:00:01.720,2022-02-05 00:00:00.270
PLPI,HHZ,2022-02-04 00:00:02.650,2022-02-05 00:00:02.180
PLPI,HHE,2022-02-05 00:00:00.890,2022-02-06 00:00:01.040
PLPI,HHN,2022-02-05 00:00:00.280,2022-02-06 00:00:01.310
PLPI,HHZ,2022-02-05 00:00:02.190,2022-02-06 00:00:01.400
PLPI,HHE,2022-02-06 00:00:01.050,2022-02-07 00:00:01.660
PLPI,HHN,2022-02-06 00:00:01.320,2022-02-07 00:00:00.600
PLPI,HHZ,2022-02-06 00:00:01.410,2022-02-07 00:00:00.550
PLPI,HHE,2022-02-07 00:00:01.670,2022-02-08 00:00:00.870
PLPI,HHN,2022-02-07 00:00:00.610,2022-02-08 00:00:01.930
PLPI,HHZ,2022-02-07 00:00:00.560,2022-02-08 00:00:02.670
PLPI,HHE,2022-02-08 00:00:00.880,2022-02-09 00:00:00.150
PLPI,HHN,2022-02-08 00:00:01.940,2022-02-09 00:00:02.650
PLPI,HHZ,2022-02-08 00:00:02.680,2022-02-09 00:00:03.470
PLPI,HHE,2022-02-09 00:00:00.160,2022-02-10 00:00:02.970
PLPI,HHN,2022-02-09 00:00:02.660,2022-02-10 00:00:02.030
PLPI,HHZ,2022-02-09 00:00:03.480,2022-02-10 00:00:02.410
PLPI,HHE,2022-02-10 00:00:02.980,2022-02-11 00:00:00.650
PLPI,HHN,2022-02-10 00:00:02.040,2022-02-11 00:00:01.350
PLPI,HHZ,2022-02-10 00:00:02.420,2022-02-11 00:00:02.650
PLPI,HHE,2022-02-11 00:00:00.660,2022-02-12 00:00:02.880
PLPI,HHN,2022-02-11 00:00:01.360,2022-02-12 00:00:00.050
PLPI,HHZ,2022-02-11 00:00:02.660,2022-02-12 00:00:03.290
PLPI,HHE,2022-02-12 00:00:02.890,2022-02-13 00:00:02.320
PLPI,HHN,2022-02-12 00:00:00.060,2022-02-13 00:00:01.910
PLPI,HHZ,2022-02-12 00:00:03.300,2022-02-13 00:00:02.930
PLPI,HHE,2022-02-13 00:00:02.330,2022-02-14 00:00:00.800
PLPI,HHN,2022-02-13 00:00:01.920,2022-02-14 00:00:01.810
PLPI,HHZ,2022-02-13 00:00:02.940,2022-02-14 00:00:03.610
PLPI,HHE,2022-02-14 00:00:00.810,2022-02-15 00:00:01.780
PLPI,HHN,2022-02-14 00:00:01.820,2022-02-15 00:00:01.830
PLPI,HHZ,2022-02-14 00:00:03.620,2022-02-15 00:00:00.190
PLPI,HHE,2022-02-15 00:00:01.790,2022-02-16 00:00:00.620
PLPI,HHN,2022-02-15 00:00:01.840,2022-02-16 00:00:01.530
PLPI,HHZ,2022-02-15 00:00:00.200,2022-02-16 00:00:02.190
PLPI,HHE,2022-02-16 00:00:00.630,2022-02-17 00:00:01.860
PLPI,HHN,2022-02-16 00:00:01.540,2022-02-17 00:00:01.000
PLPI,HHZ,2022-02-16 00:00:02.200,2022-02-17 00:00:00.260
PLPI,HHE,2022-02-17 00:00:01.870,2022-02-18 00:00:00.840
PLPI,HHN,2022-02-17 00:00:01.010,2022-02-18 00:00:02.420
PLPI,HHZ,2022-02-17 00:00:00.270,2022-02-18 00:00:01.960
PLPI,HHE,2022-02-18 00:00:00.850,2022-02-19 00:00:01.270
PLPI,HHN,2022-02-18 00:00:02.430,2022-02-19 00:00:01.980
PLPI,HHZ,2022-02-18 00:00:01.970,2022-02-19 00:00:01.480
PLPI,HHE,2022-02-19 00:00:01.280,2022-02-20 00:00:01.960
PLPI,HHN,2022-02-19 00:00:01.990,2022-02-20 00:00:00.640
PLPI,HHZ,2022-02-19 00:00:01.490,2022-02-20 00:00:01.220
PLPI,HHE,2022-02-20 00:00:01.970,2022-02-21 00:00:02.080
PLPI,HHN,2022-02-20 00:00:00.650,2022-02-21 00:00:01.230
PLPI,HHZ,2022-02-20 00:00:01.230,2022-02-21 00:00:02.680
PLPI,HHE,2022-02-21 00:00:02.090,2022-02-22 00:00:02.460
PLPI,HHN,2022-02-21 00:00:01.240,2022-02-22 00:00:00.030
PLPI,HHZ,2022-02-21 00:00:02.690,2022-02-22 00:00:03.040
PLPI,HHE,2022-02-22 00:00:02.470,2022-02-23 00:00:00.000
PLPI,HHN,2022-02-22 00:00:00.040,2022-02-23 00:00:00.970
PLPI,HHZ,2022-02-22 00:00:03.050,2022-02-23 00:00:02.080
